Time,ClimberA1,ClimberA2,FRpos,FRCurrent,FRspeed,FRsetpoint,FRApos,FRACurrent,FREncpos,FREncSetpoint,FREncSpeed,FLpos,FLCurrent,FLspeed,FLsetpoint,FLApos,FLACurrent,FLEncpos,FLEncSetpoint,FLEncSpeed,BRpos,BRCurrent,BRspeed,BRsetpoint,BRApos,BRACurrent,BREncpos,BREncSetpoint,BREncSpeed,BLpos,BLCurrent,BLspeed,BLsetpoint,BLApos,BLACurrent,BLEncpos,BLEncSetpoint,BLEncSpeed,navx_Pitch,navx_Roll,navx_Yaw,navx_XAcc,navx_YAcc,navx_ZAcc,navx_Temp,navx_Bar,navx_Alt,navx_XDis,navx_YDis,GearPlacerState,ShootOutputV,ShootOutputCurrent,ShootEncPos,ShootEncVelocity,ShootSpeed,ShootSetpoint,CarouselSetpoint,CarouselCurrent,
0.17491399999998974,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.9460448250000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.656738214,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.125,3.507079719,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.25,1.799316222,0.01,0.0,-0.1599999964237213,-0.5099999904632568,-0.019999999552965164,0.02117919921875,-0.010986328125,1.249755859375,34.22999954223633,0.0,32.0,0.573760986328125,-1.2264556884765625,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3164810000000289,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.887451081,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.5932616580000001,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.125,3.439941054,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.25,1.727294745,0.01,0.0,-0.1899999976158142,-0.550000011920929,-0.07999999821186066,-0.049560546875,-0.0791015625,0.8636474609375,34.22999954223633,0.0,-41.0,0.567474365234375,-1.2270660400390625,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.4656460000000661,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.578613222,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.125,3.3679195770000003,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.25,1.6357420200000001,0.01,0.0,-0.20000000298023224,-0.5400000214576721,-0.11999999731779099,-0.01165771484375,-0.01824951171875,1.03851318359375,34.22999954223633,0.0,-1.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5951530000000493,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.0,0.548095647,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.359374656,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.621093584,0.01,0.0,-0.20000000298023224,-0.5400000214576721,-0.15000000596046448,-0.00970458984375,-0.0052490234375,1.002197265625,34.22999954223633,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.7287369999999647,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8557128030000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.550537053,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.359374656,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.1899999976158142,-0.5299999713897705,-0.1599999964237213,-0.010498046875,-0.00469970703125,1.0233154296875,34.25,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.8654100000000325,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.54931635,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.18000000715255737,-0.5299999713897705,-0.1899999976158142,-0.01104736328125,-0.00384521484375,1.02728271484375,34.25,0.0,-1.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.002518999999971,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8557128030000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.550537053,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.621093584,0.01,0.0,-0.17000000178813934,-0.5099999904632568,-0.20999999344348907,-0.00616455078125,-0.0050048828125,1.02069091796875,34.25,0.0,3.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.131783999999985,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8557128030000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.54931635,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.621093584,0.01,0.0,-0.17000000178813934,-0.5199999809265137,-0.23999999463558197,-0.010009765625,4.8828125E-4,1.02166748046875,34.25,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.2704869999999646,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.54931635,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.359374656,0.01,0.0,-1559.0,0.125,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.1599999964237213,-0.5099999904632568,-0.27000001072883606,-0.01055908203125,-0.002197265625,1.01873779296875,34.25,0.0,-1.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.4229799999999815,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8532713970000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.54931635,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.359374656,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.1599999964237213,-0.5099999904632568,-0.30000001192092896,-0.00634765625,-0.001708984375,1.0218505859375,34.25,0.0,2.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.5561450000000185,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8557128030000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.550537053,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.125,0.0,-0.0,0.0,0.125,1.621093584,0.01,0.0,-0.15000000596046448,-0.5099999904632568,-0.3199999928474426,-0.01336669921875,-0.0035400390625,1.018798828125,34.25,0.0,-4.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.7045090000000782,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8557128030000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.550537053,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.15000000596046448,-0.5099999904632568,-0.3499999940395355,-0.00970458984375,-0.00189208984375,1.02130126953125,34.2599983215332,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.833030000000028,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.54931635,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.14000000059604645,-0.5,-0.3799999952316284,-0.00933837890625,-3.0517578125E-4,1.0164794921875,34.2599983215332,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.970280000000028,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.550537053,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.621093584,0.01,0.0,-0.14000000059604645,-0.5,-0.4000000059604645,-0.0093994140625,-0.00421142578125,1.0177001953125,34.2599983215332,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.104942000000039,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8557128030000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.54931635,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.15000000596046448,-0.5,-0.41999998688697815,-0.0093994140625,-6.103515625E-4,1.01800537109375,34.2599983215332,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.233878000000026,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.54931635,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.359374656,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.14000000059604645,-0.49000000953674316,-0.4399999976158142,-0.00933837890625,-4.8828125E-4,1.01983642578125,34.279998779296875,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.36803899999999,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.550537053,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.359374656,0.01,0.0,-1559.0,0.125,0.0,-0.0,0.0,0.125,1.621093584,0.01,0.0,-0.14000000059604645,-0.49000000953674316,-0.4699999988079071,-0.008056640625,-0.00103759765625,1.02423095703125,34.279998779296875,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.5084379999999658,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.54931635,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.359374656,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.12999999523162842,-0.5,-0.49000000953674316,-0.00970458984375,-0.0030517578125,1.0213623046875,34.279998779296875,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.647072999999975,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.54931635,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.359374656,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.12999999523162842,-0.5,-0.5199999809265137,-0.0072021484375,-0.002197265625,1.0181884765625,34.279998779296875,0.0,1.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.7757760000000706,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.550537053,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.621093584,0.01,0.0,-0.12999999523162842,-0.49000000953674316,-0.5400000214576721,-0.01202392578125,-0.00103759765625,1.01556396484375,34.279998779296875,0.0,-3.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.910893999999971,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.54931635,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.359374656,0.01,0.0,-1559.0,0.125,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.11999999731779099,-0.49000000953674316,-0.5699999928474426,-0.00848388671875,9.1552734375E-4,1.0196533203125,34.279998779296875,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.046884000000078,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8557128030000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.550537053,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.359374656,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.11999999731779099,-0.49000000953674316,-0.5899999737739563,-0.00909423828125,3.662109375E-4,1.02142333984375,34.279998779296875,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.1841180000000167,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8557128030000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.54931635,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.621093584,0.01,0.0,-0.11999999731779099,-0.49000000953674316,-0.6100000143051147,-0.009765625,-0.0045166015625,1.01983642578125,34.279998779296875,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.3293120000000345,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.550537053,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.621093584,0.01,0.0,-0.10999999940395355,-0.49000000953674316,-0.6299999952316284,-0.0079345703125,-0.003173828125,1.014892578125,34.27000045776367,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.472415000000037,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8557128030000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.550537053,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.10999999940395355,-0.49000000953674316,-0.6600000262260437,-0.0098876953125,-6.103515625E-5,1.0216064453125,34.27000045776367,0.0,-1.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.6239590000000317,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8557128030000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.550537053,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.621093584,0.01,0.0,-0.10999999940395355,-0.49000000953674316,-0.6899999976158142,-0.00885009765625,-0.00396728515625,1.0205078125,34.27000045776367,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.766435999999987,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.54931635,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.621093584,0.01,0.0,-0.10999999940395355,-0.49000000953674316,-0.7099999785423279,-0.01263427734375,-0.0054931640625,1.021728515625,34.2599983215332,0.0,-3.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.9066149999999906,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8557128030000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.550537053,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.359374656,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.621093584,0.01,0.0,-0.10999999940395355,-0.49000000953674316,-0.7400000095367432,-0.0101318359375,-0.0028076171875,1.01220703125,34.2599983215332,0.0,-1.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.052381000000052,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8557128030000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.550537053,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.359374656,0.01,0.0,-1559.0,0.125,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.10999999940395355,-0.49000000953674316,-0.7599999904632568,-0.00958251953125,-0.00103759765625,1.0186767578125,34.2599983215332,0.0,0.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.194928000000073,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.551757756,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.359374656,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.10999999940395355,-0.5,-0.7900000214576721,-0.00762939453125,-0.00238037109375,1.0220947265625,34.2599983215332,0.0,1.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.33048999999999,0.0,0.0,18451.0,0.0,0.0,0.0,0.0,0.25,0.8544921000000001,0.01,0.0,-1715.0,0.0,0.0,-0.0,0.0,0.25,0.54931635,0.01,0.0,-375.0,0.0,0.0,0.0,0.0,0.0,3.358153953,0.01,0.0,-1559.0,0.0,0.0,-0.0,0.0,0.125,1.619872881,0.01,0.0,-0.11999999731779099,-0.5,-0.8199999928474426,-0.0194091796875,-0.01348876953125,1.0220947265625,34.2599983215332,0.0,-10.0,0.5624237060546875,-1.2282562255859375,Opening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
